CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"34.03340300,-117.68930500",RITE AID PHARMACY 05579,12059 CENTRAL AVENUE,CHINO,CA,917101908,909-627-4012,open,small_green,Pharmacy
"37.59083300,-122.07150200",RITE AID PHARMACY 05942,31836 ALVARADO BOULEVARD ALVARADO PLAZA,UNION CITY,CA,945873913,510-489-3955,open,small_green,Pharmacy
"34.07587400,-118.37621600",CVS Pharmacy #09503,8490 BEVERLY BLVD,LOS ANGELES,CA,90048,323-653-4616,open,small_green,Pharmacy
"36.82448900,-119.77136100",RITE AID PHARMACY 05863,6074 NORTH 1ST AVE,FRESNO,CA,937105405,559-431-5231,open,small_green,Pharmacy
"33.97280800,-118.21323300",ST JOHNS PHARMACY,3074 E FLORENCE AVE,HUNTINGTON PARK,CA,902555906,323-277-8388,not participating,measle_white,Pharmacy
"34.25415400,-118.57964100",RITE AID PHARMACY 05545,10120 MASON AVENUE,CHATSWORTH,CA,913113301,818-349-7213,open,small_green,Pharmacy
"32.82211700,-117.10144000",RITE AID PHARMACY 05660,10631 TIERRASANTA BOULEVARD,SAN DIEGO,CA,921242605,858-576-0972,open,small_green,Pharmacy
"33.74906800,-116.90313600",CVS Pharmacy #09502,43418 FLORIDA AVE,HEMET,CA,92544,951-927-2584,open,small_green,Pharmacy
"33.73088700,-116.97112000",CVS Pharmacy #03033,110 E STETSON AVE,HEMET,CA,92543,951-766-1618,open,small_green,Pharmacy
"37.83459400,-122.24972900",SAFEWAY PHARMACY #3132,5100 Broadway,OAKLAND,CA,946114620,510-658-5693,open,small_green,Pharmacy
"35.35384500,-119.02127800",WISE BUYS DRUGS,2 H ST,BAKERSFIELD,CA,933042908,661-327-8444,open,small_green,Pharmacy
"34.11649400,-117.77535400",RITE AID PHARMACY 05595,1480 FOOTHILL BOULEVARD,LA VERNE,CA,917503450,909-593-2619,open,small_green,Pharmacy
"38.12263000,-121.30476300",Adventist Health Lodi Memorial Pharmacy West,2415 W VINE ST ST 104-B,LODI,CA,95242,209-333-3009,open,small_green,Pharmacy
"34.05958000,-118.39008000",PHARMACA INTEGRATIVE PHARMACY,9101 W Olympic Blvd,Beverly Hills,CA,90212,310-277-6266,open,small_green,Pharmacy
"37.59562500,-122.38598300",CVS Pharmacy #09811,1871 EL CAMINO REAL,BURLINGAME,CA,94010,650-692-5065,open,small_green,Pharmacy
"36.62161400,-121.91535000",CENTRAL AVE PHARMACY,133 15TH ST,PACIFIC GROVE,CA,939503057,831-373-1225,open,small_green,Pharmacy
"37.32280300,-121.91241100",SAFEWAY PHARMACY #1476,1300 W SAN CARLOS ST,SAN JOSE,CA,951263444,408-882-0988,open,small_green,Pharmacy
"38.25410000,-121.29649900",CVS Pharmacy #03022,1063 C St,GALT,CA,95632,209-745-9534,open,small_green,Pharmacy
"33.88483500,-118.15962800",Santa Maria Pharmacy,16444 PARAMOUNT BLVD STE 105,PARAMOUNT,CA,907235453,562-790-8618,open,small_green,Pharmacy
"34.86676400,-120.41859100",CVS Pharmacy #09394,4852 SOUTH BRADLEY RD,SANTA MARIA,CA,93455,805-938-9994,open,small_green,Pharmacy
"37.25610200,-121.00005500",PIONEER DRUG #2,397 5TH ST,GUSTINE,CA,95322,209-854-1007,open,small_green,Pharmacy
"34.42237900,-119.70334900",CVS Pharmacy #09392,1109 STATE ST,SANTA BARBARA,CA,93101,805-564-3267,open,small_green,Pharmacy
"36.43133500,-119.86075900",RIVERDALE DRUG,3462 W MT WHITNEY AVE,RIVERDALE,CA,936569401,559-867-3013,not participating,measle_white,Pharmacy
"33.74913500,-116.96174700",INLAND PHARMACY,1001 E LATHAM AVE STE P,HEMET,CA,925434435,951-658-7111,open,small_green,Pharmacy
"34.15522200,-118.34682800",DANA DRUGS,317 N PASS AVE,BURBANK,CA,91505,818-562-1177,not participating,measle_white,Pharmacy
"38.41012400,-121.38511600",CVS Pharmacy #02124,8585 ELK GROVE BLVD,ELK GROVE,CA,95624,916-686-5193,open,small_green,Pharmacy
"36.98066200,-121.95641000",CVS Pharmacy #09960,809 BAY AVE,CAPITOLA,CA,95010,831-475-1421,open,small_green,Pharmacy
"36.20427000,-121.13130400",RITE AID PHARMACY 05880,540 CANAL STREET KING CITY CENTER,KING CITY,CA,939303446,831-385-0886,open,small_green,Pharmacy
"33.75228500,-117.83313500",SANTA ANA TUSTIN PHARMACY,801 N Tustin Ave Ste 100,SANTA ANA,CA,927053607,714-547-3949,not participating,measle_white,Pharmacy
"33.78230700,-118.16637900",NEW PHNOM PICH PHARMACY INC,2100 E ANAHEIM ST STE A,LONG BEACH,CA,90804,562-434-7559,open,small_green,Pharmacy
"36.32895900,-119.29748700",TOWN CENTER PHARMACY,535 W ACEQUIA AVE,VISALIA,CA,93291,559-734-5893,open,small_green,Pharmacy
"34.27517000,-118.56478000",RALPHS PHARMACY,19781 RINALDI ST,NORTHRIDGE,CA,91326,818-832-3156,not participating,measle_white,Pharmacy
"34.02731600,-118.47331000",RALPHS PHARMACY,1644 CLOVERFIELD AVE,SANTA MONICA,CA,90404,310-582-3915,not participating,measle_white,Pharmacy
"34.04186200,-117.48663100",RITE AID PHARMACY 05696,11673 CHERRY AVENUE,FONTANA,CA,923370141,909-357-2031,open,small_green,Pharmacy
"34.06390000,-118.27235000",2010 PHARMACY,201 S. Alvarado Ste 611,LOS ANGELES,CA,900573507,213-483-5910,open,small_green,Pharmacy
"33.76015400,-117.93880700",AN PHARMACY,10963 WESTMINSTER AVE,GARDEN GROVE,CA,92843,714-638-5565,not participating,measle_white,Pharmacy
"32.71258300,-117.11283400",COSTCO PHARMACY #483,650 GATEWAY CTR DR,SAN DIEGO,CA,921024530,619-358-2302,open,small_green,Pharmacy
"37.32301700,-121.82715500",CVS Pharmacy #09810,1685 TULLY RD,SAN JOSE,CA,95122,408-923-6616,open,small_green,Pharmacy
"33.78060700,-117.86518800",CHOC CLINIC PHARMACY,1201 W LA VETA AVE,ORANGE,CA,92868,714-509-8856,not participating,measle_white,Pharmacy
"33.72792300,-117.92123100",WALGREENS #12573,16201 Harbor Blvd,FOUNTAIN VALLEY,CA,927081371,714-839-3496,open,small_green,Pharmacy
"33.65015000,-117.83135100",SAVON PHARMACY #0597,4541 CAMPUS DR,IRVINE,CA,926122621,949-854-8280,open,small_green,Pharmacy
"38.54037200,-121.72876000",KAISER HEALTH PLAN PHY 621,1955 COWELL BLVD,DAVIS,CA,956186325,530-757-4021,not participating,measle_white,Pharmacy
"37.55206900,-121.97773400",KAISER HEALTH PLAN OHLONE PHY 162,39400 PASEO PADRE PKWY,FREMONT,CA,94538,510-248-3141,not participating,measle_white,Pharmacy
"34.06207200,-118.00155800",PREMIER PHARMACY SERVICES,410 Cloverleaf Dr,Baldwin Park,CA,917066511,626-626-9400,open,small_green,Pharmacy
"38.11712600,-121.30581200",SAFEWAY PHARMACY #1648,2449 W KETTLEMAN LANE,LODI,CA,952424124,209-367-7882,open,small_green,Pharmacy
"37.55206900,-121.97773400",KAISER HEALTH PLAN NILES 3 PHY 164,39400 PASEO PADRE PKWY,FREMONT,CA,94538,510-248-3788,not participating,measle_white,Pharmacy
"36.84319900,-119.78337600",KAISER HEALTH PLAN B PHY 722,7300 NORTH FRESNO ST,FRESNO,CA,93720,559-448-4440,not participating,measle_white,Pharmacy
"36.84319900,-119.78337600",KAISER HEALTH PLAN C PHY 723,7300 NORTH FRESNO ST 3RD FLOOR,FRESNO,CA,93720,559-448-4458,not participating,measle_white,Pharmacy
"34.01918500,-118.15228100",RITE AID PHARMACY 05432,5490 WHITTIER BOULEVARD,EAST LOS ANGELES,CA,900224113,323-721-9718,not participating,measle_white,Pharmacy
"37.97190700,-122.52804300",KFHP DOWNTOWN SAN RAFAEL PHY #396,1033 THIRD STREET,SAN RAFAEL,CA,94901,415-482-6900,not participating,measle_white,Pharmacy
"33.93683300,-118.13127300",ZWEBER APOTHECARY,11411 BROOKSHIRE AVE STE 107,DOWNEY,CA,90241,562-923-1256,unknown,small_yellow,Pharmacy
"34.17709300,-119.22092800",RITE AID PHARMACY 05782,2480 VICTORIA AVENUE,PORT HUENEME,CA,930412141,805-985-2326,open,small_green,Pharmacy
"36.80456600,-119.77249600",KAISER HEALTH PLAN NORTH FIRST ST 725,4785 NORTH FIRST ST,FRESNO,CA,93726,559-448-4811,not participating,measle_white,Pharmacy
"38.18324600,-122.25322000",WALMART PHARMACY 10-1651,7011 Main St,AMERICAN CANYON,CA,945031169,707-557-4195,open,small_green,Pharmacy
"37.29966600,-121.98142700",WALGREENS #840,1334 SARATOGA AVENUE,SAN JOSE,CA,951294336,408-249-7333,open,small_green,Pharmacy
"37.30548600,-121.92261400",CVS Pharmacy #03029,1097 LEIGH AVE,SAN JOSE,CA,95126,408-294-2240,open,small_green,Pharmacy
"37.63923300,-121.00557500",GVHC PMQ West Modesto Pharmacy,"1114 6th St, Suite A",Modesto,CA,95354,209-576-1972,open,small_green,Pharmacy
"37.01252400,-121.55971800",KAISER HEALTH PLAN MAIN PHY 752,7520 ARROYO CIRCLE,GILROY,CA,95020,408-848-4640,not participating,measle_white,Pharmacy
"32.79683200,-117.19301300",RITE AID PHARMACY 05654,3081-B CLAIREMONT DR,SAN DIEGO,CA,921176802,619-275-1175,open,small_green,Pharmacy
"34.18462000,-118.15948600",MAT'S PHARMACY,2264 LINCOLN AVE,ALTADENA,CA,910015433,626-794-7197,open,small_green,Pharmacy
"37.22976700,-121.88551200",RITE AID PHARMACY 05984,6091 MERIDIAN AVENUE ALMADEN OAKS PLAZA,SAN JOSE,CA,951202765,408-927-7900,open,small_green,Pharmacy
"33.85247800,-117.81759300",Kaiser Permanente Pharmacy #355,411 NORTH LAKEVIEW AVENUE,ANAHEIM,CA,92807,866-353-5029,not participating,measle_white,Pharmacy
"34.14649900,-118.24216900",ARMEN PHARMACY INC,1025 E BROADWAY,GLENDALE,CA,912051205,818-551-0082,not participating,measle_white,Pharmacy
"40.45227900,-122.29872200",CVS Pharmacy #11342,2975 EAST ST,ANDERSON,CA,960073481,530-744-6024,open,small_green,Pharmacy
"38.57488400,-121.41606200",CVS Pharmacy #09322,2085 Fair Oaks Blvd,SACRAMENTO,CA,958250000,916-929-9577,open,small_green,Pharmacy
"38.00446900,-121.84203100",KAISER HEALTH PLAN MAIN PHY 551,3400 DELTA FAIR BLVD,ANTIOCH,CA,94509,925-779-5327,unknown,small_yellow,Pharmacy
"37.73972800,-121.44592700",SAFEWAY PHARMACY #2600,1801 W 11TH ST,TRACY,CA,953763727,209-830-2955,open,small_green,Pharmacy
"37.63199000,-122.09422700",KAISER HEALTH PLAN SLEEPY HOLLOW PHARMACY143,27303 SLEEPY HOLLOW AVE,HAYWARD,CA,94545,510-784-4589,not participating,measle_white,Pharmacy
"40.87017700,-124.08486600",BARNES ARCATA FAMILY DRUG,1080 G STREET,ARCATA,CA,95521,707-822-1717,not participating,measle_white,Pharmacy
"39.75398500,-121.82240200",SAFEWAY PHARMACY #1125,1366 EAST AVE,CHICO,CA,959267336,530-899-2322,open,small_green,Pharmacy
"38.94048500,-121.09505300",RITE AID PHARMACY 06043,2805 BELL ROAD AUBURN PLAZA,AUBURN,CA,956032589,530-823-8125,open,small_green,Pharmacy
"33.34382400,-118.32594600",LEOS CATALINA DRUG STORE INC,401 CRESCENT AVE,AVALON,CA,907041543,310-510-0189,not participating,measle_white,Pharmacy
"37.43297900,-121.89174900",KAISER HEALTH PLAN MAIN PHY 381,770 EAST CALAVERAS BLVD,MILPITAS,CA,95035,408-945-2640,not participating,measle_white,Pharmacy
"34.02581700,-117.68829200",CHINO MEDICAL PHARMACY,5365 WALNUT AVE STE D,CHINO,CA,917102622,909-591-6038,not participating,measle_white,Pharmacy
"35.37369600,-119.02623200",Komoto Medical Pharmacy,2110 Truxtun Ave Ste 100,BAKERSFIELD,CA,93301,661-327-7524,open,small_green,Pharmacy
"35.35441800,-119.03537200",EL TEJON Pharmacy,2900 BRUNDAGE LN,BAKERSFIELD,CA,93304,661-325-7284,unknown,small_yellow,Pharmacy
"35.37566000,-118.96639300",YOUR DRUG STORE,2303 NILES POINT,BAKERSFIELD,CA,933064021,661-325-2487,not participating,measle_white,Pharmacy
"35.43191400,-119.02179200",EL TEJON DRUGS,2819 N CHESTER AVE,BAKERSFIELD,CA,93308,661-399-2901,unknown,small_yellow,Pharmacy
"37.42472100,-121.89412600",KAISER HEALTH PLAN SOUTH PHY 383,611 SOUTH MILPITAS BLVD,MILPITAS,CA,95035,408-945-5011,not participating,measle_white,Pharmacy
"37.38937500,-122.08137900",KAISER HEALTH PLAN PHY 421,555 CASTRO STREET,MOUNTAIN VIEW,CA,94041,650-903-2150,not participating,measle_white,Pharmacy
"34.89837100,-117.02332300",TEPLOW DRUGS,404 E MAIN ST,BARSTOW,CA,92311,760-256-2726,open,small_green,Pharmacy
"38.12235300,-122.60494200",KAISER HEALTH PLAN PHY 361,97 SAN MARIN DRIVE,NOVATO,CA,94945,415-899-7563,not participating,measle_white,Pharmacy
"33.72636000,-117.00976900",WALMART PHARMACY 10-1853,1231 S SANDERSON AVE,HEMET,CA,925459046,951-766-0155,open,small_green,Pharmacy
"33.70363800,-116.28107800",WALMART PHARMACY 10-1805,79295 US Highway 111,LA QUINTA,CA,922532060,760-564-5125,open,small_green,Pharmacy
"37.82471400,-122.25676200",KAISER FDN HLT PLAN FABIOLA 1 PHY 115,3801 HOWE STREET 1ST FLOOR,OAKLAND,CA,94611,510-752-1011,not participating,measle_white,Pharmacy
"33.81547900,-116.48674300",WALMART PHARMACY 10-1832,5601 E RAMON RD,PALM SPRINGS,CA,922643605,760-322-1488,open,small_green,Pharmacy
"37.82282300,-122.26031600",KAISER HEALTH PLAN PEDIATRIC PHY 118,3505 BROADWAY AVE 4TH FLOOR,OAKLAND,CA,94611,510-752-1066,not participating,measle_white,Pharmacy
"32.80066300,-117.15424500",Frost Medical Pharmacy,7910 FROST ST STE 130,SAN DIEGO,CA,92123,858-560-1911,unknown,small_yellow,Pharmacy
"38.06243400,-122.53190800",SAFEWAY PHARMACY #2828,5720 NAVE DR,NOVATO,CA,949496210,415-881-9260,open,small_green,Pharmacy
"37.75418600,-122.48364000",GOLDEN GATE PHARMACY,1836 Noriega St,SAN FRANCISCO,CA,94122,415-661-0790,open,small_green,Pharmacy
"34.06340300,-118.36753800",WILSHIRE LA JOLLA PHARMACY INC,6360 WILSHIRE BLVD,LOS ANGELES,CA,900485601,323-658-6611,unknown,small_yellow,Pharmacy
"34.06669300,-118.38632700",WILSHIRE MEDICAL PHARMACY,8920 WILSHIRE BLVD STE 108,BEVERLY HILLS,CA,902112001,310-657-0750,not participating,measle_white,Pharmacy
"39.19881800,-121.06029000",KMART PHARMACY #9746,111 W MCKNIGHT WAY,GRASS VALLEY,CA,959499637,530-272-2697,open,small_green,Pharmacy
"37.73937600,-121.44650000",WALGREENS #2434,1830 W 11TH ST,TRACY,CA,953763736,209-832-1498,open,small_green,Pharmacy
"37.23609800,-121.91327000",WALGREENS #2786,14100 BLOSSOM HILL ROAD,LOS GATOS,CA,950325118,408-356-1152,open,small_green,Pharmacy
"34.16719300,-118.32383200",KAREN PHARMACY,1730 W VERDUGO AVE,BURBANK,CA,915062148,818-842-1511,open,small_green,Pharmacy
"33.74707100,-116.95814700",WALGREENS #5349,1311 E FLORIDA AVE,HEMET,CA,925448606,951-652-5776,open,small_green,Pharmacy
"33.92760200,-118.35419300",HAWTHORNE PROFESSIONAL PHARMACY,4477 W 118TH STREET STE.100,HAWTHORNE,CA,902502256,310-675-6882,open,small_green,Pharmacy
"37.61485000,-122.40526800",1750 MEDICAL CENTER PHARMACY,1750 El Camino Real Ste 101,BURLINGAME,CA,940103208,650-692-1686,open,small_green,Pharmacy
"36.08308600,-119.04530300",WALMART PHARMACY 10-1877,1250 W Henderson Ave,Porterville,CA,932571455,559-783-2090,open,small_green,Pharmacy
"36.57745500,-119.63398500",WALMART PHARMACY 10-1882,3400 Floral Ave,SELMA,CA,936629036,559-891-1960,open,small_green,Pharmacy
"38.57999700,-122.57916600",SILVERADO PHARMACY,1473 Lincoln Ave Ste D,CALISTOGA,CA,945151702,707-942-5115,open,small_green,Pharmacy
"33.80197500,-116.45881900",WALGREENS #5301,33975 DATE PALM DRIVE,CATHEDRAL CITY,CA,922344736,760-202-3533,open,small_green,Pharmacy
"34.20101400,-118.19237300",RITE AID PHARMACY 05529,647 FOOTHILL BOULEVARD,LA CANADA FLINTRIDGE,CA,910113403,818-790-5577,open,small_green,Pharmacy
"32.64926400,-116.96189800",RITE AID PHARMACY 05617,2230 OTAY LAKES ROAD,CHULA VISTA,CA,919151000,619-656-6944,open,small_green,Pharmacy
"33.82815000,-118.11572100",BIXBY PHARMACY,3816 WOODRUFF AVE STE 108,LONG BEACH,CA,90808,562-627-1809,open,small_green,Pharmacy
"34.09602200,-118.12787600",Main Pharmacy,103 N Garfield Ave Ste D,ALHAMBRA,CA,91801,626-576-0890,open,small_green,Pharmacy
"36.81048900,-119.86387400",WALMART PHARMACY 10-1815,4080 W SHAW AVE,FRESNO,CA,937226220,559-277-8274,open,small_green,Pharmacy
"37.46651500,-122.42816400",Half Moon Bay Pharmacy,40 STONE PINE RD STE I,HALF MOON BAY,CA,94019,650-726-5542,open,small_green,Pharmacy
"36.55509000,-121.91462800",CARMEL DRUG STORE,OCEAN AVE 3 NW OF SAN CARLOS,CARMEL,CA,93921,831-624-3819,open,small_green,Pharmacy
"37.72902400,-122.13948700",RITE AID PHARMACY 05937,1355 MACARTHUR BOULEVARD ESTUDILLO SHOPPING CENTER,SAN LEANDRO,CA,945773918,510-352-3677,open,small_green,Pharmacy
"33.10867900,-117.10502600",CVS Pharmacy #09959,1560 W Valley Pkwy,ESCONDIDO,CA,92029,760-738-9835,open,small_green,Pharmacy
"37.69637300,-122.08710800",Clayworth Healthcare Pharmacy,20353 LAKE CHABOT RD STE 101,CASTRO VALLEY,CA,94546,510-537-9402,open,small_green,Pharmacy
"36.61472900,-121.90203500",CVS Pharmacy #09320,686 LIGHTHOUSE AVE,MONTEREY,CA,93940,831-655-5411,open,small_green,Pharmacy
"34.88460700,-116.99195900",WALMART PHARMACY 10-1879,301 Montara Rd,BARSTOW,CA,923115737,760-252-5022,open,small_green,Pharmacy
"37.59097500,-120.95368600",Ceres Drug Store,2929 4TH ST,CERES,CA,953073290,209-537-0718,open,small_green,Pharmacy
"38.36263800,-121.96269400",SAFEWAY PHARMACY #1109,2090 HARBISON DR,VACAVILLE,CA,956873902,707-452-7279,open,small_green,Pharmacy
"40.30762900,-121.23054100",Lassen Drug Co.,"271 MAIN ST., STE A, #827",CHESTER,CA,960200827,530-258-2261,open,small_green,Pharmacy
"33.86693800,-117.75145600",PAVILIONS PHARMACY #2216,8010 E SANTA ANA CANYON,ANAHEIM HILLS,CA,928081110,714-282-7056,open,small_green,Pharmacy
"33.74079500,-118.00611800",BOLSA MEDICAL ARTS PHARMACY,15262 Goldenwest St,Westminster,CA,926836169,714-897-2541,open,small_green,Pharmacy
"37.87998900,-122.29655800",WALGREENS #2314,1050 GILMAN ST,BERKELEY,CA,947101532,510-528-8274,open,small_green,Pharmacy
"32.63958600,-117.08394200",MEDICAL CENTER PHARMACY,340 4TH AVE STE 1,CHULA VISTA,CA,91910,619-422-9291,open,small_green,Pharmacy
"34.67421100,-118.16602600",SAVON PHARMACY #1322,43543 20TH ST W,LANCASTER,CA,935345961,661-940-4752,open,small_green,Pharmacy
"38.94936000,-122.62729600",MORANS PHARMACY,15175 Lakeshore Dr,CLEARLAKE,CA,95422,707-994-6440,open,small_green,Pharmacy
"39.21482600,-122.01004400",DAVISON DRUG AND STATIONERY,640 MARKET ST,COLUSA,CA,95932,530-458-2188,open,small_green,Pharmacy
"38.42579000,-122.66841300",SAFEWAY PHARMACY #1265,2785 YULUPA AVE,SANTA ROSA,CA,954058584,707-524-4648,open,small_green,Pharmacy
"33.13455400,-117.12559400",COSTCO PHARMACY #1080,725 CTR DR,SAN MARCOS,CA,920693536,760-871-6868,open,small_green,Pharmacy
"34.06233900,-118.08877800",V N PHARMACY,8244 E GARVEY AVE STE B,ROSEMEAD,CA,91770,626-307-2711,not participating,measle_white,Pharmacy
"32.98729500,-117.07772400",COSTCO PHARMACY #452,12350 CARMEL MTN RD,SAN DIEGO,CA,921284697,858-675-0930,open,small_green,Pharmacy
"32.69479900,-117.16813000",SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,230 PROSPECT PL STE 110,CORONADO,CA,921181943,619-522-3996,not participating,measle_white,Pharmacy
"40.38811200,-122.28785300",Cottonwood Drugs,20635 Gas Point Road,COTTONWOOD,CA,960220000,530-347-3721,open,small_green,Pharmacy
"37.95796300,-122.09393900",SAFEWAY PHARMACY #0972,6688 ALHAMBRA AVE,MARTINEZ,CA,945536105,925-933-0822,open,small_green,Pharmacy
"37.87745100,-122.07333500",CVS Pharmacy #09324,1960 TICE VALLEY BLVD,WALNUT CREEK,CA,945952203,925-947-6050,open,small_green,Pharmacy
"37.97554300,-120.36717600",SAVE MART PHARMACY,1045 MONO WAY,SONORA,CA,95370,209-536-1118,open,small_green,Pharmacy
"36.95165700,-120.07638000",SAVE MART PHARMACY,1504 HOWARD RD,MADERA,CA,93637,559-661-0871,open,small_green,Pharmacy
"32.88516300,-117.22510300",LA JOLLA DISCOUNT,9850 GENESEE AVE STE 160,LA JOLLA,CA,920371205,858-622-1800,unknown,small_yellow,Pharmacy
"33.77987900,-117.86524100",ST JOSEPH PAVILLION PHARMACY,1140 W LA VETA AVE,ORANGE,CA,92868,714-744-8724,open,small_green,Pharmacy
"33.50033400,-117.74267700",South Coast Mission Pharmacy,31852 PACIFIC COAST HWY STE 103,LAGUNA BEACH,CA,92651,949-499-0885,not participating,measle_white,Pharmacy
"37.29690400,-121.83917500",FRIENDLY #1 PHARMACY,485 LEWIS RD STE D,SAN JOSE,CA,95111,408-226-0200,unknown,small_yellow,Pharmacy
"34.07376700,-118.03542500",Santa Maria Community Pharmacy,11004 VALLEY MALL,EL MONTE,CA,91731,626-443-3089,open,small_green,Pharmacy
"37.80457800,-122.43301100",SAFEWAY PHARMACY #1711,15 MARINA BLVD,San Francisco,CA,941231201,415-563-8681,open,small_green,Pharmacy
"35.76878600,-119.25184200",KOMOTO PHARMACY,1017 ELLINGTON ST,DELANO,CA,932152621,661-725-9489,open,small_green,Pharmacy
"33.96281100,-117.69490500",SAVON PHARMACY #3592,15970 Los Serranos Country Club Dr,CHINO HILLS,CA,917094523,909-606-8185,open,small_green,Pharmacy
"33.78591100,-116.40752800",Gelson's Pharmacy,36101 BOB HOPE DR,RANCHO MIRAGE,CA,92270,760-321-1006,open,small_green,Pharmacy
"37.42067600,-122.09506100",COSTCO PHARMACY #143,1000 N RENGSTORFF AVE,MOUNTAIN VIEW,CA,940431716,650-988-7160,open,small_green,Pharmacy
"37.46551100,-122.14161100",DREW CENTER PHARMACY,2111 UNIVERSITY AVE STE B,EAST PALO ALTO,CA,943030692,650-321-1449,unknown,small_yellow,Pharmacy
"34.03831900,-118.14372900",RITE AID PHARMACY 05597,2150 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,CA,917546839,323-726-0385,open,small_green,Pharmacy
"33.74545500,-117.94966500",Golden Pharmacy,10301 BOLSA AVE SUITE 105,WESTMINSTER,CA,926836784,714-839-0256,open,small_green,Pharmacy
"40.40877900,-120.63693200",WALMART PHARMACY 10-1616,2900 Main St,SUSANVILLE,CA,961304730,530-251-2100,open,small_green,Pharmacy
"32.64609500,-116.96642600",VONS PHARMACY #2071,2250 OTAY LAKES RD,CHULA VISTA,CA,919151000,619-656-3629,open,small_green,Pharmacy
"33.80514700,-118.33021100",VONS PHARMACY #3517,24325 CRENSHAW BLVD,TORRANCE,CA,905055349,310-784-1025,open,small_green,Pharmacy
"33.49267500,-117.66358700",VONS PHARMACY #2091,32401 CAMINO CAPISTRANO,SAN JUAN CAPISTRANO,CA,926754517,949-661-3492,open,small_green,Pharmacy
"33.78063400,-118.03192800",RITE AID PHARMACY 05742,12491 VALLEY VIEW STREET,GARDEN GROVE,CA,928452032,714-894-9230,open,small_green,Pharmacy
"34.09784000,-118.34981000",ROYAL CARE PHARMACY,7300 W SUNSET BLVD STE L,LOS ANGELES,CA,900463402,323-850-0722,not participating,measle_white,Pharmacy
"32.69715000,-115.49658800",WALMART PHARMACY 10-1859,2540 Rockwood Ave,Calexico,CA,922314406,760-768-5011,open,small_green,Pharmacy
"38.46561800,-122.65174100",SAFEWAY PHARMACY #0713,100 CALISTOGA RD,SANTA ROSA,CA,954093702,707-539-2129,open,small_green,Pharmacy
"38.71267300,-121.39380400",WALMART PHARMACY 10-1881,7901 Watt Ave,ANTELOPE,CA,958432002,916-332-4427,open,small_green,Pharmacy
"39.32694700,-120.20505900",RITE AID PHARMACY 06108,11230 DONNER PASS ROAD GATEWAY SHOPPING CENTER,TRUCKEE,CA,961614808,530-587-5296,open,small_green,Pharmacy
"40.78466000,-124.13934700",CLONEY'S PRESCRIPTION PHARMACY,2515 HARRISON AVE,EUREKA,CA,955013220,707-443-7086,open,small_green,Pharmacy
"40.78078800,-124.16418700",RITE AID PHARMACY 06036,411 HARRIS STREET,EUREKA,CA,955034416,707-443-8039,open,small_green,Pharmacy
"40.80226300,-124.16540100",CLONEY'S RED CROSS PHARMACY,525 5TH ST,EUREKA,CA,955011032,707-443-1614,open,small_green,Pharmacy
"39.14602500,-121.65564200",WALMART PHARMACY 10-1903,1150 Harter Rd,Yuba City,CA,959932642,530-751-2701,open,small_green,Pharmacy
"41.77284000,-124.19464900",WALMART PHARMACY 10-1910,900 E WASHINGTON BLVD,CRESCENT CITY,CA,955318118,707-464-1452,open,small_green,Pharmacy
"34.07775000,-118.36160000",SUNSHINE PHARMACY,357 N FAIRFAX AVE,LOS ANGELES,CA,90036,323-653-8692,not participating,measle_white,Pharmacy
"40.57596200,-124.26393000",RINGS PHARMACY,362 MAIN ST,FERNDALE,CA,955360577,707-786-4511,open,small_green,Pharmacy
"36.85890300,-120.45594000",WESTSIDE DRUG,1101 O ST,FIREBAUGH,CA,936222297,559-659-2159,open,small_green,Pharmacy
"37.69662800,-121.74257900",CVS Pharmacy #09397,4405 FIRST ST,LIVERMORE,CA,94551,925-373-8124,open,small_green,Pharmacy
"33.74490700,-117.97002600",DONGNAI PHARMACY,9081 BOLSA AVE STE 108,WESTMINSTER,CA,92683,714-379-5072,not participating,measle_white,Pharmacy
"38.65561800,-121.07005500",RALEY'S PHARMACY #424,3935 PARK DRIVE SUITE B,EL DORADO HILLS,CA,95762,916-933-0374,open,small_green,Pharmacy
"37.37202700,-121.99477900",COSTCO PHARMACY #423,150 LAWRENCE STATION RD,SUNNYVALE,CA,940865309,408-730-0424,open,small_green,Pharmacy
"37.78351200,-122.44062600",KAISER FOUNDATION HEALTH PLAN PHARMACY,2238 GEARY BLVD 1ST FLOOR,SAN FRANCISCO,CA,94115,415-833-8150,open,small_green,Pharmacy
"33.97998000,-118.43808000",Marina Pharmacy,4724 s  LINCOLN BLVD,Los Angeles,CA,90292,310-301-4863,not participating,measle_white,Pharmacy
"34.12215700,-117.19539400",CVS Pharmacy #09313,7241 BOULDER AVE,HIGHLAND,CA,92346,909-425-1298,open,small_green,Pharmacy
"37.97485700,-120.36793900",RITE AID PHARMACY 06016,855 MONO WAY,SONORA,CA,953705202,209-588-0561,open,small_green,Pharmacy
"33.78795300,-117.81876700",WALGREENS #3636,3237 E CHAPMAN AVE,ORANGE,CA,928693709,714-538-5609,open,small_green,Pharmacy
"36.74142900,-119.77930000",MODERN DRUG,3044 TULARE ST,FRESNO,CA,93721,559-266-0701,not participating,measle_white,Pharmacy
