name,url,street_address,city,state,zip_code,country,phone_number_1,phone_number_2,fax_1,fax_2,email_1,email_2,website,open_hours,latitude,longitude,facebook,twitter,instagram,pinterest,youtube
Santa Ana Supercenter,https://www.walmart.com/store/2517/santa-ana-ca/details,3600 W Mcfadden Ave,Santa Ana,CA,92704,US,714-775-1804,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.737285,-117.915302,,,,,
Brea Store,https://www.walmart.com/store/2523/brea-ca/details,2595 E Imperial Hwy,Brea,CA,92821,US,714-529-0596,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",33.9135102,-117.8653504,,,,,
Porter Ranch Supercenter,https://www.walmart.com/store/2526/porter-ranch-ca/details,19821 Rinaldi St,Porter Ranch,CA,91326,US,818-832-0643,,,,,,,"monday - friday : 07:00-24:00, saturday : 07:00-24:00, sunday : 07:00-24:00",34.2776293,-118.5669947,,,,,
San Clemente Store,https://www.walmart.com/store/2527/san-clemente-ca/details,951 Avenida Pico,San Clemente,CA,92673,US,949-498-6669,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.455717,-117.606181,,,,,
Tulare Store,https://www.walmart.com/store/2536/tulare-ca/details,1110 E Prosperity Ave,Tulare,CA,93274,US,559-684-1300,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",36.228605,-119.328986,,,,,
Redding Supercenter,https://www.walmart.com/store/2537/redding-ca/details,1515 Dana Dr,Redding,CA,96003,US,530-221-2800,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",40.583976,-122.34324,,,,,
Orange Store,https://www.walmart.com/store/2546/orange-ca/details,2300 N Tustin St,Orange,CA,92865,US,714-998-4473,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.8280351,-117.8385642,,,,,
Windsor Store,https://www.walmart.com/store/2553/windsor-ca/details,6650 Hembree Ln,Windsor,CA,95492,US,707-836-7200,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.528764,-122.79005,,,,,
Arroyo Grande Store,https://www.walmart.com/store/2556/arroyo-grande-ca/details,1168 W Branch St,Arroyo Grande,CA,93420,US,805-474-0800,,,,,,,"monday - friday : 07:00-22:00, saturday : 07:00-22:00, sunday : 07:00-22:00",35.1289517,-120.5977084,,,,,
Panorama City Store,https://www.walmart.com/store/2568/panorama-city-ca/details,8333 Van Nuys Blvd,Panorama City,CA,91402,US,818-830-0350,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",34.222633,-118.449536,,,,,
Bakersfield Supercenter,https://www.walmart.com/store/2557/bakersfield-ca/details,8400 Rosedale Hwy,Bakersfield,CA,93312,US,661-588-2097,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",35.386354,-119.095662,,,,,
Sacramento Store,https://www.walmart.com/store/2598/sacramento-ca/details,3661 Truxel Rd,Sacramento,CA,95834,US,916-928-9668,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",38.635584,-121.506013,,,,,
Lakewood Supercenter,https://www.walmart.com/store/2609/lakewood-ca/details,2770 Carson St,Lakewood,CA,90712,US,562-429-6239,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.830338,-118.15857,,,,,
Simi Valley Store,https://www.walmart.com/store/2621/simi-valley-ca/details,255 Cochran St,Simi Valley,CA,93065,US,805-581-1666,,,,,,,"monday - friday : 07:00-22:00, saturday : 07:00-22:00, sunday : 07:00-22:00",34.282111,-118.79216,,,,,
Huntington Beach Store,https://www.walmart.com/store/2636/huntington-beach-ca/details,8230 Talbert Ave,Huntington Beach,CA,92646,US,714-841-5390,,,,,,,"monday - friday : 07:00-22:00, saturday : 07:00-22:00, sunday : 07:00-22:00",33.700181,-117.985512,,,,,
San Leandro Store,https://www.walmart.com/store/2648/san-leandro-ca/details,1919 Davis St,San Leandro,CA,94577,US,510-569-0200,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.714599,-122.177691,,,,,
Fresno Neighborhood Market,https://www.walmart.com/store/2689/fresno-ca/details,3131 N Cedar Ave,Fresno,CA,93703,US,559-538-1375,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",36.778967,-119.756212,,,,,
Antioch Supercenter,https://www.walmart.com/store/2697/antioch-ca/details,4893 Lone Tree Way,Antioch,CA,94531,US,925-755-0900,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.96348,-121.761615,,,,,
Temecula Supercenter,https://www.walmart.com/store/2708/temecula-ca/details,32225 Temecula Pkwy,Temecula,CA,92592,US,951-506-7613,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.480162,-117.094503,,,,,
Sacramento Supercenter,https://www.walmart.com/store/2735/sacramento-ca/details,6051 Florin Rd,Sacramento,CA,95823,US,916-427-9719,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.499441,-121.433569,,,,,
Coachella Neighborhood Market,https://www.walmart.com/store/2826/coachella-ca/details,83053 Avenue 48,Coachella,CA,92236,US,760-262-8050,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.698811,-116.215202,,,,,
Corona Supercenter,https://www.walmart.com/store/2842/corona-ca/details,1290 E Ontario Ave,Corona,CA,92881,US,951-278-0924,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.846009,-117.541261,,,,,
Pico Rivera Supercenter,https://www.walmart.com/store/2886/pico-rivera-ca/details,8500 Washington Blvd,Pico Rivera,CA,90660,US,562-801-2413,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.985005,-118.105078,,,,,
Napa Supercenter,https://www.walmart.com/store/2925/napa-ca/details,681 Lincoln Ave,Napa,CA,94558,US,707-224-8797,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.309011,-122.283328,,,,,
Santa Fe Springs Supercenter,https://www.walmart.com/store/2948/santa-fe-springs-ca/details,13310 Telegraph Rd,Santa Fe Springs,CA,90670,US,562-946-6343,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.940766,-118.049799,,,,,
Lancaster Supercenter,https://www.walmart.com/store/2951/lancaster-ca/details,1731 E Avenue J,Lancaster,CA,93535,US,661-945-7848,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.692518,-118.097675,,,,,
Palmdale Supercenter,https://www.walmart.com/store/2950/palmdale-ca/details,37140 47th St E,Palmdale,CA,93552,US,661-533-0248,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.556809,-118.042273,,,,,
Murrieta Store,https://www.walmart.com/store/2952/murrieta-ca/details,41200 Murrieta Hot Springs Rd,Murrieta,CA,92562,US,951-696-7135,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.552575,-117.192629,,,,,
Fresno Supercenter,https://www.walmart.com/store/2985/fresno-ca/details,7065 N Ingram Ave,Fresno,CA,93650,US,559-431-0107,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",36.8391419,-119.8033202,,,,,
Fremont Store,https://www.walmart.com/store/2989/fremont-ca/details,44009 Osgood Rd,Fremont,CA,94539,US,510-651-3301,,,,,,,"monday - friday : 07:00-22:00, saturday : 07:00-22:00, sunday : 07:00-22:00",37.511302,-121.943195,,,,,
Loma Linda Neighborhood Market,https://www.walmart.com/store/2998/loma-linda-ca/details,25755 Barton Rd,Loma Linda,CA,92354,US,909-283-7239,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.047122,-117.242268,,,,,
Stockton Neighborhood Market,https://www.walmart.com/store/3022/stockton-ca/details,1189 E March Ln,Stockton,CA,95210,US,209-235-2047,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",38.004164,-121.292465,,,,,
San Jose Neighborhood Market,https://www.walmart.com/store/3025/san-jose-ca/details,1600 Saratoga Ave Unit 501,San Jose,CA,95129,US,408-796-3823,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",37.291593,-121.9887,,,,,
San Jose Neighborhood Market,https://www.walmart.com/store/3023/san-jose-ca/details,4055 Evergreen Village Sq Ste 140,San Jose,CA,95135,US,408-826-0338,,,,,,,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",37.313558,-121.773066,,,,,
Palm Desert Neighborhood Market,https://www.walmart.com/store/3026/palm-desert-ca/details,72314 Highway 111,Palm Desert,CA,92260,US,760-469-3428,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.727992,-116.400709,,,,,
Modesto Neighborhood Market,https://www.walmart.com/store/3046/modesto-ca/details,1421 Coffee Rd,Modesto,CA,95355,US,209-222-5632,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",37.664584,-120.976596,,,,,
Turlock Neighborhood Market,https://www.walmart.com/store/3047/turlock-ca/details,2480 Geer Road,Turlock,CA,95380,US,209-226-7000,,,,,,,"monday - friday : 05:00-24:00, saturday : 05:00-24:00, sunday : 05:00-24:00",37.515657,-120.847072,,,,,
Sacramento Supercenter,https://www.walmart.com/store/3081/sacramento-ca/details,8915 Gerber Road,Sacramento,CA,95829,US,916-897-5020,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.482677,-121.369026,,,,,
Oxnard Store,https://www.walmart.com/store/3087/oxnard-ca/details,2701 Saviers Rd,Oxnard,CA,93033,US,805-200-5224,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",34.174418,-119.179256,,,,,
La Palma Neighborhood Market,https://www.walmart.com/store/3099/la-palma-ca/details,5420 Lapalma Ave,La Palma,CA,90623,US,714-822-3152,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.845619,-118.038726,,,,,
Anaheim Neighborhood Market,https://www.walmart.com/store/3101/anaheim-ca/details,121 N Beach Blvd,Anaheim,CA,92801,US,714-822-3179,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.833236,-117.995057,,,,,
Rocklin Neighborhood Market,https://www.walmart.com/store/3090/rocklin-ca/details,5609 Pacific St,Rocklin,CA,95677,US,916-824-0104,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.784013,-121.239575,,,,,
Escondido Neighborhood Market,https://www.walmart.com/store/3084/escondido-ca/details,1266 East Valley Parkway,Escondido,CA,92027,US,760-871-6760,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.1300697,-117.0629723,,,,,
Santa Clara Neighborhood Market,https://www.walmart.com/store/3123/santa-clara-ca/details,3255 Mission College Blvd,Santa Clara,CA,95054,US,408-961-3599,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",37.3900085,-121.9855022,,,,,
Rialto Neighborhood Market,https://www.walmart.com/store/3131/rialto-ca/details,300 West Baseline Rd,Rialto,CA,92376,US,909-546-3019,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",34.122765,-117.374193,,,,,
La Puente Neighborhood Market,https://www.walmart.com/store/3133/la-puente-ca/details,1425 N Hacienda Blvd,La Puente,CA,91744,US,626-251-1877,,,,,,,"monday - friday : 07:00-22:00, saturday : 07:00-22:00, sunday : 07:00-22:00",34.0471887,-117.9497913,,,,,
Bakersfield Neighborhood Market,https://www.walmart.com/store/3139/bakersfield-ca/details,1249 Allen Road,Bakersfield,CA,93312,US,661-535-6373,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",35.370037,-119.147611,,,,,
Bakersfield Neighborhood Market,https://www.walmart.com/store/3141/bakersfield-ca/details,5037 East Brundage Lane,Bakersfield,CA,93307,US,661-448-8147,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",35.353387,-118.947601,,,,,
Bakersfield Neighborhood Market,https://www.walmart.com/store/3138/bakersfield-ca/details,5625 Calloway Drive,Bakersfield,CA,93312,US,661-368-7065,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",35.411874,-119.112528,,,,,
Bakersfield Neighborhood Market,https://www.walmart.com/store/3140/bakersfield-ca/details,3111 North Chester,Bakersfield,CA,93308,US,661-368-7010,,,,,,,"monday - friday : 05:00-23:00, saturday : 05:00-23:00, sunday : 05:00-23:00",35.434523,-119.022288,,,,,
Pomona Neighborhood Market,https://www.walmart.com/store/3132/pomona-ca/details,778 E Arrow Hwy,Pomona,CA,91767,US,909-962-5011,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.0885722,-117.7374711,,,,,
Simi Valley Neighborhood Market,https://www.walmart.com/store/3147/simi-valley-ca/details,2204 Tapo Street,Simi Valley,CA,93063,US,805-426-6802,,,,,,,"monday - friday : 07:00-22:00, saturday : 07:00-22:00, sunday : 07:00-22:00",34.2757157,-118.7077044,,,,,
South Gate Supercenter,https://www.walmart.com/store/3180/south-gate-ca/details,4651 Firestone Blvd,South Gate,CA,90280,US,323-282-4800,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.954813,-118.187613,,,,,
Thousand Oaks Neighborhood Market,https://www.walmart.com/store/3179/thousand-oaks-ca/details,512 North Ventu Park Road,Thousand Oaks,CA,91320,US,805-262-3406,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",34.1862017,-118.909084,,,,,
La Habra Supercenter,https://www.walmart.com/store/3248/la-habra-ca/details,1340 S Beach Blvd,La Habra,CA,90631,US,562-694-2707,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.914719,-117.966157,,,,,
San Bernardino Store,https://www.walmart.com/store/3276/san-bernardino-ca/details,4001 Hallmark Pkwy,San Bernardino,CA,92407,US,909-880-4038,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.165511,-117.336068,,,,,
Stockton Supercenter,https://www.walmart.com/store/3352/stockton-ca/details,10355 Trinity Pkwy,Stockton,CA,95219,US,209-235-0558,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.049823,-121.376304,,,,,
Richmond Store,https://www.walmart.com/store/3455/richmond-ca/details,1400 Hilltop Mall Rd,Richmond,CA,94806,US,510-669-1342,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",37.979871,-122.328358,,,,,
Chino Supercenter,https://www.walmart.com/store/3464/chino-ca/details,3943 Grand Ave,Chino,CA,91710,US,909-364-1968,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.995325,-117.719321,,,,,
Long Beach Supercenter,https://www.walmart.com/store/3477/long-beach-ca/details,7250 Carson Blvd,Long Beach,CA,90808,US,562-425-5113,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.829326,-118.090624,,,,,
Martinez Store,https://www.walmart.com/store/3493/martinez-ca/details,1021 Arnold Dr,Martinez,CA,94553,US,925-313-5716,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",37.996909,-122.109451,,,,,
San Marcos Store,https://www.walmart.com/store/3494/san-marcos-ca/details,732 Center Dr,San Marcos,CA,92069,US,760-233-8009,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",33.135681,-117.123423,,,,,
Santa Clarita Supercenter,https://www.walmart.com/store/3523/santa-clarita-ca/details,26471 Carl Boyer Dr,Santa Clarita,CA,91350,US,661-259-0863,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.413887,-118.506124,,,,,
El Cajon Store,https://www.walmart.com/store/3524/el-cajon-ca/details,605 Fletcher Pkwy,El Cajon,CA,92020,US,619-440-2009,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.804338,-116.968341,,,,,
Baldwin Park Supercenter,https://www.walmart.com/store/3522/baldwin-park-ca/details,3250 Big Dalton Ave,Baldwin Park,CA,91706,US,626-814-2235,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.071943,-117.963494,,,,,
Chula Vista Supercenter,https://www.walmart.com/store/3516/chula-vista-ca/details,1360 Eastlake Pkwy,Chula Vista,CA,91915,US,619-421-3140,,,,,,,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",32.631012,-116.968043,,,,,
Rocklin Supercenter,https://www.walmart.com/store/3587/rocklin-ca/details,5454 Crossings Drive,Rocklin,CA,95677,US,916-783-8281,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.802655,-121.201915,,,,,
Ventura Store,https://www.walmart.com/store/3650/ventura-ca/details,1739 S Victoria Ave,Ventura,CA,93003,US,805-665-5560,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",34.258121,-119.2129493,,,,,
Suisun City Supercenter,https://www.walmart.com/store/3708/suisun-city-ca/details,350 Walters Road,Suisun City,CA,94585,US,707-639-4980,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.24262,-121.990103,,,,,
Citrus Heights Supercenter,https://www.walmart.com/store/3712/citrus-heights-ca/details,7010 Auburn Blvd,Citrus Heights,CA,95621,US,916-729-8077,,,,,,,"monday - friday : 05:30-22:30, saturday : 05:30-22:30, sunday : 05:30-22:30",38.689487,-121.295274,,,,,
West Sacramento Supercenter,https://www.walmart.com/store/3652/west-sacramento-ca/details,755 Riverpoint Ct,West Sacramento,CA,95605,US,916-373-2200,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.58732,-121.550055,,,,,
Ontario Supercenter,https://www.walmart.com/store/3796/ontario-ca/details,1333 North Mountain Avenue,Ontario,CA,91762,US,909-321-3165,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.082664,-117.672495,,,,,
Chula Vista Supercenter,https://www.walmart.com/store/3947/chula-vista-ca/details,875 E. H St.,Chula Vista,CA,91910,US,619-205-4259,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.637851,-117.024932,,,,,
Long Beach Supercenter,https://www.walmart.com/store/4101/long-beach-ca/details,3705 E South St,Long Beach,CA,90805,US,424-296-6525,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.86142,-118.147723,,,,,
Woodland Neighborhood Market,https://www.walmart.com/store/4127/woodland-ca/details,215 California St,Woodland,CA,95695,US,530-665-4638,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.680872,-121.787924,,,,,
Downey Supercenter,https://www.walmart.com/store/4132/downey-ca/details,9001 Apollo Way,Downey,CA,90242,US,562-803-3507,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.924644,-118.129015,,,,,
Stanton Neighborhood Market,https://www.walmart.com/store/4134/stanton-ca/details,12840 Beach Blvd,Stanton,CA,90680,US,714-230-0126,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.7749668,-117.9911038,,,,,
El Cajon Neighborhood Market,https://www.walmart.com/store/4169/el-cajon-ca/details,300 North Second Street,El Cajon,CA,92021,US,619-219-5246,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.797303,-116.936688,,,,,
Garden Grove Supercenter,https://www.walmart.com/store/4171/garden-grove-ca/details,11822 Gilbert St,Garden Grove,CA,92841,US,714-591-1300,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.790787,-117.964352,,,,,
San Jose Neighborhood Market,https://www.walmart.com/store/4174/san-jose-ca/details,1450 Monterey Rd,San Jose,CA,95112,US,408-454-4508,,,,,,,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",37.31621,-121.871095,,,,,
Roseville Supercenter,https://www.walmart.com/store/4202/roseville-ca/details,1400 Lead Hill Blvd,Roseville,CA,95661,US,916-724-0012,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.747165,-121.256983,,,,,
Sanger Supercenter,https://www.walmart.com/store/4238/sanger-ca/details,2761 Jensen Ave,Sanger,CA,93657,US,559-875-4268,,,,,,,"monday - friday : 05:00-23:00, saturday : 05:00-23:00, sunday : 05:00-23:00",36.70562,-119.577659,,,,,
Orangevale Supercenter,https://www.walmart.com/store/4309/orangevale-ca/details,8961 Greenback Ln,Orangevale,CA,95662,US,916-989-5800,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.67938,-121.222549,,,,,
Hesperia Supercenter,https://www.walmart.com/store/4340/hesperia-ca/details,13401 Main St,Hesperia,CA,92345,US,760-948-4851,,,,,,,"monday - friday : 05:00-24:00, saturday : 05:00-24:00, sunday : 05:00-24:00",34.424199,-117.370036,,,,,
North Highlands Supercenter,https://www.walmart.com/store/4393/north-highlands-ca/details,4675 Watt Avenue,North Highlands,CA,95660,US,916-621-1454,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",38.649823,-121.38631,,,,,
Victorville Supercenter,https://www.walmart.com/store/4392/victorville-ca/details,12234 Palmdale Road,Victorville,CA,92392,US,760-493-3047,,,,,,,"monday - friday : 05:00-24:00, saturday : 05:00-24:00, sunday : 05:00-24:00",34.509447,-117.396782,,,,,
Marina Supercenter,https://www.walmart.com/store/4488/marina-ca/details,150 Beach Rd,Marina,CA,93933,US,831-883-9138,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",36.693096,-121.801112,,,,,
Diamond Bar Neighborhood Market,https://www.walmart.com/store/4762/diamond-bar-ca/details,1180 South Diamond Bar Blvd.,Diamond Bar,CA,91765,US,909-378-4055,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",34.001124,-117.809269,,,,,
Citrus Heights Neighborhood Market,https://www.walmart.com/store/4759/citrus-heights-ca/details,6197 Sunrise Blvd,Citrus Heights,CA,95610,US,916-560-0031,,,,,,,"monday - friday : 05:00-24:00, saturday : 05:00-24:00, sunday : 05:00-24:00",38.675699,-121.273287,,,,,
Hemet Neighborhood Market,https://www.walmart.com/store/5008/hemet-ca/details,859 W Florida Ave,Hemet,CA,92543,US,951-492-3029,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.745448,-116.979639,,,,,
Vacaville Neighborhood Market,https://www.walmart.com/store/5007/vacaville-ca/details,2050 Nut Tree Rd,Vacaville,CA,95687,US,707-359-3258,,,,,,,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",38.350599,-121.951128,,,,,
National City Supercenter,https://www.walmart.com/store/5023/national-city-ca/details,1200 Highland Ave,National City,CA,91950,US,619-336-0395,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.6747692,-117.0993336,,,,,
Buena Park Store,https://www.walmart.com/store/5032/buena-park-ca/details,8450 La Palma Ave,Buena Park,CA,90620,US,714-484-8668,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",33.84467,-117.986649,,,,,
Torrance Store,https://www.walmart.com/store/5072/torrance-ca/details,19503 Normandie Ave,Torrance,CA,90501,US,310-782-6022,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.856992,-118.300251,,,,,
Oceanside Supercenter,https://www.walmart.com/store/5075/oceanside-ca/details,3405 Marron Rd,Oceanside,CA,92056,US,760-730-1371,,,,,,,"monday - friday : 06:00-23:00, saturday : 06:00-23:00, sunday : 06:00-23:00",33.177006,-117.297792,,,,,
Palm Desert Supercenter,https://www.walmart.com/store/5096/palm-desert-ca/details,34500 Monterey Ave,Palm Desert,CA,92211,US,760-328-4375,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.798218,-116.384711,,,,,
Anderson Supercenter,https://www.walmart.com/store/5133/anderson-ca/details,5000 Rhonda Rd,Anderson,CA,96007,US,530-378-0244,,,,,,,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",40.431344,-122.289703,,,,,
Marysville Supercenter,https://www.walmart.com/store/5136/marysville-ca/details,1131 N Beale Rd,Marysville,CA,95901,US,530-634-9751,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",39.127225,-121.574284,,,,,
Bakersfield Supercenter,https://www.walmart.com/store/5134/bakersfield-ca/details,5075 Gosford Rd,Bakersfield,CA,93313,US,661-282-3099,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",35.308793,-119.095393,,,,,
Dixon Supercenter,https://www.walmart.com/store/5139/dixon-ca/details,235 E Dorset Dr,Dixon,CA,95620,US,707-693-6505,,,,,,,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",38.471927,-121.820361,,,,,
La Mesa Store,https://www.walmart.com/store/5140/la-mesa-ca/details,5500 Grossmont Center Dr,La Mesa,CA,91942,US,619-337-3655,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.77773,-117.009055,,,,,
Beaumont Supercenter,https://www.walmart.com/store/5156/beaumont-ca/details,1540 E 2nd St,Beaumont,CA,92223,US,951-845-1529,,,,,,,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",33.925116,-116.9516584,,,,,
Rosemead Supercenter,https://www.walmart.com/store/5154/rosemead-ca/details,1827 Walnut Grove Ave,Rosemead,CA,91770,US,626-307-1010,,,,,,,"monday - friday : 08:00-22:00, saturday : 08:00-22:00, sunday : 08:00-22:00",34.050394,-118.085476,,,,,
West Hills Store,https://www.walmart.com/store/5152/west-hills-ca/details,6433 Fallbrook Ave,West Hills,CA,91307,US,818-719-8602,,,,,,,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",34.188122,-118.625264,,,,,
